,Text,Sent
7487,Worth it It's well worth paying 2 for the pro version,Positive
7488,Works good but I don't now what's next,Positive
7489,Awesome game I like the game because is a bit tricky,Positive
7490,"Disappear Great game, even for the grand children. You did good.",Positive
7491,BEST game ever I love to destroy AT AT and star destroyers no problem,Positive
7492,Very addictive I play it every day at least twice. It's a good way to touch bases with all my close friends and kick their buts at the same time lol,Positive
7493,Piano I dwnloaded it fo my son..n he loves it very much...n frankly speakin even i like to play pianos..,Positive
7494,We can chage face of any bady I love it you dont wants to download then go from year I like it but,Positive
7495,Nice Really,Positive
7496,"Great app Detailed data, per hour and 2 weeks ahead. Also great it has a smartwatch face. Could anyone explain me how to read the exact time on the 24h watch face",Positive
7497,FreeCell Solitaire Same game as on computers. Brill love this game,Positive
7498,Best ever nice to know which direction I'm looking at.  Would be nice to know when the iss space station is going over in our area.,Positive
7499,"Machinarium Great graphics, animation and puzzles",Positive
7500,So scary and watch for bony he gos in the air event do not take ballon boys balloons sombey told me if you take them ball on boy will kill you,Positive
7501,Good fun Love it. great to finally find one online I enjoy and is worth keeping  Had to pay few dollars for ad removal but eh.. was worth it  defs recommend it.,Positive
7502,,Positive
7503,GREAT FUN HOPE THERE ARE MORE IN NEAR FUTURE LIKE THIS.,Positive
7504,I love to play this game,Positive
7505,Great Hope they make a future game like this,Positive
7506,I win the game Very nice game bachpan ki yaad a gae ak khail k O,Positive
7507,I like it hoq they move,Positive
7508,Another great game. Yet again another great game from alawar.  ,Positive
7509,Great game So pleased you fixed the bug so quickly  Can't wait to keep playing thru the summer levels ,Positive
7510,Best game ever Totally obsessed.  Love it,Positive
7511,"Awesome I love it, would'nt go without it anymore, perfect app to keep track of fuel and mileage... Keep up the good work.",Positive
7512,"Amazing Very fun and addictive game, I love this awesome game",Positive
7513,I'm so excited Been waiting for this to come to android my kids love start all,Positive
7514,Interesting Wellcrafted.,Positive
7515,Working best..only that someone next to you should not be seeing how you press your finger.,Positive
7516,Wicked awesome,Positive
7517,The Best Banging Weather Application Available.,Positive
7518,"Great way to learn a language I bought the online version of rosetta stone and am happy that i can just learn wherever i am, on this app. I am learning. It feels good.",Positive
7519,Amazeballs This is totally a visual videohame representation of the board game and I love it. Thanks guys.,Positive
7520,"Love it  Fantastic app . It would be a bit cool if you guys say some info on the animals along with the name . But still a great app, i recommend it for the kids ",Positive
7521,So far very accurate,Positive
7522,Best thetering app. Must have if you're rooted,Positive
7523,This game is ok But can you make an strategy game of space same like this I would be happy to have that,Positive
7524,Amazing game. I absolutely love it,Positive
7525,Old people don't like this but I do I love this app it is so fun ,Positive
7526,Good game loads to do,Positive
7527,Amazing So good the tackling running love it i am addicted,Positive
7528,Nice game I like this game because you go to the festivals to play music,Positive
7529,Awesome ,Positive
7530,"Cracking Awesome game, love the 3d vibe after the last one. I'd prefer to not have to use the accelerometer to lean add an option to use another buttonjoypad to lean and it'd be perfect.",Positive
7531,awsum I love this game so much its like the real snake and laddder awsum game,Positive
7532,Best app ever nothings better than this Addicting build your dream place and fun a app that you should spend your 99 cents on and minecraft is boring,Positive
7533,Sick app You need to get this app You can trick your friends in seconds And it only costs 0.99 ,Positive
7534,Its the Mario game and who ever said kill them self you can go to jail if somebody says something like that.,Positive
7535,So fun You can make your own invitations and you can sigh them and put your picture on the invitation.SO FUN,Positive
7536,Hello kitty salon It's great fun,Positive
7537,"Emorton Love this but it needs more choices. Hair color, jewelry and eye makeup",Positive
7538,Time passes When I get bored I spend time with teen Patti gold,Positive
7539,"Great Alternative It has the same flair as Pokemon, but is a different beast altogether. Seriously recommend it over its twin",Positive
7540,Must have This icon pack is beautiful,Positive
7541,I love Soccer,Positive
7542,"Easy Pizzy Haha everytime i playing ill got 10 goals so easy, but that glitch keepers tho xD but yea nice game, u should make it lil hard",Positive
7543,"Fully recommended This app gets better every year, kudos to the developers who listen to their users.  Works very smooth on my phone and tablet.",Positive
7544,Game Live this game.,Positive
7545,"Great Way to Pass the Time Great style. Constant feedback from fans, sponsors, and others help with the impact of your decisions. This game is perfect for any Motorsport fan in a lull between race weekends",Positive
7546,Great game. I love that you can see the value of your words as you go,Positive
7547,pekna praca,Positive
7548,I can't stop playing This game has amazing gameplay,Positive
7549,Great game Loved it,Positive
7550,einfach nur Witzig Ich finde das mit der Daily funkt gar nicht so schlecht da hat man was fr jeden Tag und nicht nur fr eine Stunde durchblttern,Positive
7551,"Great Sometimes there is the rare server error, but other than that, it is great",Positive
7552,I play this game very much contact me fb lokesh kadalism,Positive
7553,Great application Great application that help you to go to ur work or places you want by easier and faster way. But i hope in next update that i can to choosing my recommended places like home or other .. that what will make it more esier .. THANKS,Positive
7554,"Highly recommend First and possibly only Android Wear face I've purchased. Looks fantastic, and highly customisable. Passive mode screen, watch and phone battery levels and a range of weather options mean this gives me everything I need at a glance.",Positive
7555,"AIS for the rest of us When we are crossing on our sloop in the Chesapeake and along the eastern seaboard, this app gives us the identity of the big ships we want to hail. It is a huge safety win for us, without the high cost of installing AIS.",Positive
7556,Nice stories good to have these stories back Would have been better if the pages could be enlarged and if it had audio,Positive
7557,I used ur free app..love it  so i bought the pro.  thnx for a quality product,Positive
7558,Great game I love this game. It works great. However the daily pacts seem lacking. Even with the new improvements the first one i got was a one star,Positive
7559,Just loved it,Positive
7560,"My Favorite App. Period. Flights, rental cars, Open Table reservations, show tickets, lodging, golf starting times.  All of the hassle of keeping track is gone.",Positive
7561,"Son loves it. My 3 yearold loves this game, as well as all the other Dr. Panda games. They seem very well made, and the graphics are cute.",Positive
7562,Surprisingly good I definitely approved of the gem system and the fact you can earn the currency you need to get things instead of stupid micro transactions. Bravo.,Positive
7563,Ok now every were is westeland Nothing to say,Positive
7564,Complicated menus Great app BUT the menus are complicated and most of the features are hidden from the menus and only exist as isolated activities with no button to access them from the main menu. If this is fixed I would give 5 stars.,Positive
7565,Loved it I love nicki Minaj. She is my idol after Michael Jackson,Positive
7566,"Very cool Now I can know if my girlfriend doesn't trust me,  great app better then the rest....",Positive
7567,"Very useful for me, both work  daily life.",Positive
7568,My life saver Whenever im down i always browse 9gag for my daily dose of happiness,Positive
7569,My favorite It's a real flight experience. The best between all of simulation games,Positive
7570,"Its awesme.i shared dis game 2 almst 30 f my frnds.we al love dis.and dats nly because its dam simple,userfrndly.thanks alot guys.and expect smethn mre",Positive
7571,Love it The whole family gets in on these challenges and we have so much fun Thank you for coming up with such a great app,Positive
7572,It's does what it says This app supposed to be used to transfer media at high speed and it does that well without any problem.... Definitely recommended.,Positive
7573,Hahaha So so funny,Positive
7574,I like this game sometime it very hard but it's ok,Positive
7575,cool nice game,Positive
7576,"The original Download this game to give it the recognition it deserves. It's well worth the purchase, fun and addictive gameplay. Can be played in bursts or for hours, depending on your addiction level.",Positive
7577,Lol Love  it  so  much  no  touchy  mine,Positive
7578,wonderful its so good for app very smart,Positive
7579,Best apps Tivola does the best apps then any of you think So get there cool apps now,Positive
7580,"Addictive I hve just started playing it again after it took my memory. I just cnt stop playing its already like a drug, I say if u cnt finish a level the more u play in order to finish tht level",Positive
7581,Great useful app If  you could add wind gradient it would be almost perfect.,Positive
7582,Good marketing This app has the most use app in store... it useful,Positive
7583,Good app Feel safe knowing a quick scan with this shows any threats.  Worth having,Positive
7584,"HTC one m8, beastlafayette This app works very well on my cellphone if you have a smartphone load this app to protect your phone.",Positive
7585,Sweet fun n addictive ..endless game play ...replay value high Yup,Positive
7586,High winning but not too high U can earn high dollar amounts. But can lose them too easily sometimes,Positive
7587,Sweet Easy and fun 5 stars easy Great for long rides very much a time consumer. If you are a stressor. This will destress you enjoy,Positive
7588,"Good game When I try this game, its become my favorite at android",Positive
7589,Like it If you have any questions or comments please let me know,Positive
7590,My twinn  doll  pretty like a princess Princess catey,Positive
7591,omgg wonderful,Positive
7592,AWESOME GAME Ive been playing for a couple of years now and have yet to find a better game. Yes the net and little niggly things happen but the customer service is awesome and attends to any problems with speed and precision. Keep it up ,Positive
7593,Really good I can't believe that regular people can have this app for such a low price. I somehow took a picture of what I was looking at and cannot find out how to do it again.,Positive
7594,Cats dream,Positive
7595,"Its challenging Its hard, the last level, I can't defeat ice king, I dunno how to defeat ice king",Positive
7596,"Awesome It is definitely one of the best rhythm games I've played. The learning curve is very steep, so prepare for some frustration mixed with the glorious feeling of progression.",Positive
7597,Multiple Player I couldn't fine the multiple player scenario,Positive
7598,Best app,Positive
7599,Cool,Positive
7600,Hifive My 1 year old almost 2 loves this He learned some letter  colors from this app.,Positive
7601,"Best Pre school learning app Nice app for development of childs motor,hand eye coordination and recognition of different fruits ,vegetables and much more with interactive interface",Positive
7602,BEN TEN I loved this app I had never seen it before,Positive
7603,"I love this game. I'm totally addicted to it. I've recommended, Ruzzle to all of my friends.",Positive
7604,It's very good.,Positive
7605,Cool Very nice nd  cool,Positive
7606,"Best game on android Had an issue with the app, developers responded quickly and shortly after updated the app with a resolution. Really, very good service and a great game with a lot of depth.",Positive
7607,Great fun I really love all the fishing games.  Especially in the winter,Positive
7608,"variert og kjapt gode sprsml, og fort gjort  stikke innom for eit par runder mot vener",Positive
7609,"5 star The game that made me switch to an Xbox has come to Android just as good, if not better than the console version. Very well done",Positive
7610,Awsome One word great The second best jrpg I've played my favorite part is probably the protagonist very unique fighting to control the demon inside him but at the same time trying to learn from it and befriend it to discover the true meaning to live,Positive
7611,Love it I.just pay I just love it I can pay my Dstv account and clear all the errors,Positive
7612,"Uff...Amazing Really amazing guys..i think, your mind will help you sleepless..hehe..",Positive
7613,Luv this game would like to win the. Bigger prizes more often on spins and slots but still like it,Positive
7614,Cruel games  Red Ridinghood Great passtime with tv on in background but paying more attention to the game by far,Positive
7615,Iuv it Really it works very nice as a live scorer.i had been using it from java phone set Now on android...,Positive
7616,Perfect Galaxy Trucker is my favorite board game. This app has exquisitely realized the complete experience in digital.,Positive
7617,Love it Beautiful,Positive
7618,Good game but just 1 thing The game is very laggy and keeps on crashing,Positive
7619,Amazing This game is perfect for people who like to race and get challenged and amazing grahics,Positive
7620,Awesome Cool awesome best fighting game ever.Best money I ever spent on a game,Positive
7621,fav game recommend 110,Positive
7622,So fun Voice sometimes lags but oh well it is still lots of fun,Positive
7623,LOVE IT Finally able to buy it and for a dollar why the heck not. Obsessed with show and this game is awesome. Perfectly made and gives lots of fun My nephews love it as well so thanks Keep them updates coming ,Positive
7624,Super I love how you can get different stuff keep up the good work.,Positive
7625,Good game This is really very good...... This game is one of my favourite.......,Positive
7626,You good to hear it has become my friend I am looking through our own place with her Wow,Positive
7627,"Learning  how to play building games. I rate this game, a five because I  like the idea of the cards to  help  in the  battles. I am  getting the  hang of it, even though I  just  started  playing  yesterday.",Positive
7628,Kind of fun just wish it would go to the next question right away instead of having to hit next every time.,Positive
7629,Perfect Very beautiful and fun,Positive
7630,Its very challenging OMG I'm so not done with this game its so cool  evern though I'm already done with the lvls  soo cool,Positive
7631,Doesnt want to install Error when downloading ...please fix,Positive
7632,I love  the  game,Positive
7633,esta chevere buena,Positive
7634,"User Friendly Very quick, simple and easy to use Good job",Positive
7635,"Very good, thank you",Positive
7636,Best On Market Excellent App,Positive
7637,Baby  vacation This hotel    is  not  cool  at  all  it  is  awesome,Positive
7638,I had a really good experience with this app. I used it while in Honduras and all of my calls to the US were very clear,Positive
7639,Love it Great game very addictive Updates were nice too..,Positive
7640,Samsung Galaxy Tab 4 Love this game. But every now and then it crashes at boot up. UPDATE Fixed crash at boot up. Game runs smoother now then it ever has. And the payouts are awesome. Thank You,Positive
7641,Wah ustad wah This is great . I have never imagine that I can play tabla. Beautiful application . Very original. Salute u developer for this wonderful application . U are superb,Positive
7642,Baby Care I love this game because you don't just have fun you can learn more for your future if you have a baby.,Positive
7643,Game no longer works Please fix whatever caused this game to throw up error messages upon attempting to open it on a Galaxy S5  the game worked fine previously and there are plentiful reviews confirming that there is a serious issue. UPDATE NOW FIXED,Positive
7644,"Love the app Now that ad free is working, I love this app.  Have always enjoyed word search and now can do them anytime.",Positive
7645,Awesome This game is awesome and I love Ben's voice but Tom's voice is so funny this is the best game ever,Positive
7646,it is best.i love this game,Positive
7647,Perfect,Positive
7648,Filled form Fight with a few days of this message and then we have any attachments is not sure you can get a lot to the sender immediately by the sender and I can get a lot to this message is not sure to be a lot to the sender,Positive
7649,"Brilliant Twitter client I evaluated Plume and tried Fenix. Nice twitter experience with this. Fast, frequently updated and new feature requests are entertained well. Must have app for Twitter addicts.",Positive
7650,Excellent Great app functionality and a nice variety of puzzle difficulty and arrangement.,Positive
7651,My two daughters love this app. It doesn't requires anything for you to play.. Thank you for creating this app..,Positive
7652,love it manutd,Positive
7653,"3, 2, 1, Evocreo Simply amazing Great pokemon imitation. keep up the good work devs",Positive
7654,Fire man sam 1010 Well thought out  my game ..kid will love it money well spent,Positive
7655,Ja... Ist wirklich ganz Ok,Positive
7656,Jangra Cool application for my 2 yrs baby,Positive
7657,Thank you for fixing it After the update it was crashing on startup but you released an update quickly after to fix the problem thank you very much I appreciate it because the game is addictive ,Positive
7658,"Lots of fun Characters have their uniqueness like the show, graphics are nice Game play is challenging because you have to block the different types of dodgeballs and take advantage of field boosts and special abilities. Yeeeeeyeaahhhh",Positive
7659,Really wish it would tell you when you're close like the last app did. It helps a lot with misspellings.,Positive
7660,My son loves it playing it the whole time ,Positive
7661,"Love it I have 3 kids,  5, 7, 11. I play this game more than them I played every level and wanted more I had to reinstall it to start over Now my kids are playing it. I love the thought it takes to master each level..",Positive
7662,Really gud app,Positive
7663,Empty Vessel Good clean Fun,Positive
7664,S5 Does exactly what it says on the tin,Positive
7665,No more pencil and paper I like the electronic x and o. The price of a set of puzzles is less than the price of a puzzle book. I like there are no adds and no constant requests for a review.,Positive
7666,Nice graphics Good app for my kids. They can learn animal sounds while having fun,Positive
7667,Omg I love all Dr panda games,Positive
7668,"Amazing Was convinced to buy this after the positive reviews and I am not disappointed. Lovely game, stunning graphics and very challenging. And no in app purchase and a caring DEV team, well that's rare these days so go buy it and support them",Positive
7669,So many logos... I may not be able to name them all but I try Great options for hints if needed. I like better than the others I've tried,Positive
7670,easy and new songs,Positive
7671,Beast This is one of my favorite games,Positive
7672,Great game Very fun and addictive. One of the best games I've played in a while. Love both my sprinkle games..,Positive
7673,"Excellent product.  Use it daily as my digital dashboard. Bluetooth provides a wicked fast and reliable connection.  TouchScan support is topnotch, responsive, and committed to finding solutions. Highly recommend",Positive
7674,So cool I love love love loved it and cool,Positive
7675,aldryne fallorina nice game,Positive
7676,The best game ever More rooms u should add,Positive
7677,Great game Loving it getting used to car named now thanks,Positive
7678,good app but nothing work Rajsthan  r.t.o so please update Rajsthan opposition,Positive
7679,The most fun game ever This game is so fun and absolutely amazing. Plants vs zombies is very addicting and I can't get enough of it.,Positive
7680,Smarter then all easytouse,Positive
7681,Awesome I wish they would have more options,Positive
7682,Good but There is no free roam like I thought u could buy a person and play free roam please add it in,Positive
7683,Its a cool game I like the game and it works good but dear creator pleas put infiltrating the airship in the store,Positive
7684,Boost up It's amazingly software to boost memory.,Positive
7685,AMAZING Almost better than minecraft. I know the creators of survivalcraft are working super hard but if there is any room to add in multiplayer and also to tame wolves that would be great.,Positive
7686,"Mind teaser Love playing it, really teases ur thinking power.",Positive
7687,Amazing I originally was drawn to this game by 'Dashiexp' on YouTube when he played. But its even more fun when you play yourself The levels give strong challenges,Positive
7688,See some pranks i did TheGamer662 lt my prank channel,Positive
7689,I love this game Good for knowledge,Positive
7690,My mixer I wish it cn jst b installed.,Positive
7691,Jerangkung tanah.. Terbaekk..bodo.rugi korang xinstall...superb..kipidap..yoo..dongibap,Positive
7692,Great Apps All pictures Kawaii ,Positive
7693,Nice.. It's Good  Fun But Come On Like Some Races Are Impossible To Win Like Seriously You Need To Upgrade Everything To The Max In Order For You To Win Some Races,Positive
7694,Good app. For the price this app is well worth it. Two thumbs up More information provided I will ever need but as a tech guy I love it.,Positive
7695,Twivine You can make twivine,Positive
7696,Omg it's amazin u have to get Please get this it's amazing if u don't u will be sorry get it right now..now now now gavi12345,Positive
7697,"Love it I just started playing this game after a friend told me about it, I like the bonuses the other slot games I tried I couldn't play long",Positive
7698,Awesome Its rare for me play too long in logic games but its addictive,Positive
7699,"Love this game Favorite game on my phone hands down, just wish u didn't have to pay to unlock some heroes",Positive
7700,Brilliant Best gin rummy game there is. Worth every penny. Love having different opponents to play against,Positive
7701,Love logic puzzles good four the mind,Positive
7702,Best app ever Best app ever so addicting not to many ads sound affects are great the way everything glows this app deserves 110 stars,Positive
7703,I like this app very much,Positive
7704,LOVE IT as the title statesI Love This App.No problem with the app.....Well maybe 1 problem.It's short if you're a player who continually plays the game.Other than that there's nothing wrong with the app,Positive
7705,Superb If you like building games and developing armies this is for you. Also good alliance system for coordinating huge attacks,Positive
7706,Bubble cat Fun,Positive
7707,Wonderful app Got big bonus within 5mins of playing. Love it.,Positive
7708,Fav game Play all day long,Positive
7709,Lol So much salt in the reviews lolololol,Positive
7710,Awsome It amazing I can't believe how good the game is,Positive
7711,Great,Positive
7712,very fun this game is quite entertaining and really makes one laugh out loud,Positive
7713,Superb game I absolutely love this game a superb way to waste your time,Positive
7714,"eweather hd I am still using this app and am still very impressed. I use this app everyday it is easy to use, accurate and I have never had it crash. great app.",Positive
7715,Great fun Even for the most knowledgeable wrestling fan it poses a few challenges. Please add more and more,Positive
7716,There is no god but Allah Must download but dont miss salaah while playinh,Positive
7717,La migliore Assolutamente l'applicazione migliore che io abbia trovato.,Positive
7718,Great Training Aid,Positive
7719,AW YEAH Best game ever. I have to admit that I am not that good of a player........Yet But I have been getting better at it I LOVE THIS GAME,Positive
7720,Its Good but need some changes. . Teen patti table look to smole.we can't choose the own  picture from galery ..its take from Only Facebook.need to   changes So please do something for that..than after its looks  good..,Positive
7721,"Podcasts for the road This app has been a savior for my 2 hour commute to a new job.  Such great content.  Stories to make you think, feel and laugh.  Highly recommended.",Positive
7722,Nice,Positive
7723,"The best When you don't know where your destination is,this app kills it 1010",Positive
7724,Real deal Many other similar apps just 'boast' about their product But this one is no gimmick,Positive
7725,"Its great. Has everything i look for, for a good price.",Positive
7726,Obd2 Great app. Works well,Positive
7727,A good game to play I like this game it tests your bran,Positive
7728,plz add more level..,Positive
7729,Manglaram  dewasi Rajasthan bhinmal,Positive
7730,Toddlers Education Kit,Positive
7731,"Love it I'm loving this game but I can't find the apples.  Also, animal control is nonexistent. I've tried to get them after m but nothing happens",Positive
7732,love it i love all of them FIVE STARS FOR YOU,Positive
7733,"Fantastic Best art app for Android IMO, especially if you have a device with a good stylus.  Awesome",Positive
7734,"Love it... You think its going to be easy, but it can get challenging,  you can go at own pace or against the clock, and pause if need be. Never played this before as I love scrabble and word games, but im really loving this, its fab...",Positive
7735,Yes This app is the best especially when I want to play games I no longer have.,Positive
7736,Well made Simple yet hard to stay away from playing this game .. top stars,Positive
7737,Money back Is there any way I can get my money back I bought extra lives and now I dont want them anymore.,Positive
7738,Bug Fix BM App has improvised a lot. With the recent bug fixes the app is working just fine. Best wishes RJK.,Positive
7739,5 stars It's great game Thanks for app,Positive
7740,"Fantastic Racing Game This game is awesome. The graphics are great, the controls are smooth, and it has a pretty reasonable amount of playgrind value for a mobile game. Easily worth the money. Update Still an awesome game",Positive
7741,Awesome app Awesome appp'' is much greater than ola app',Positive
7742,Great This is 1st game for my 6 months baby. She loves it so much that she keeps touching the phone till falling asleep.,Positive
7743,"Bravo Fabulous app for 25 year olds  Wonderful way to introduce colours, letters, matching...subsequently purchased all the THUP monkey games and impressed Fun, no time pressures, educational.  My kids love this app ",Positive
7744,FUN App If U are like me and want to keep track of your auto expense and gas mileage this does just what it says it will do. Some people just will not believe my gas mileage until I show them using Fuel Log Pro.,Positive
7745,Asome I'm just a kid best game ever,Positive
7746,Really like this game.  Time consuming and fun 3,Positive
7747,Very nice Game............,Positive
7748,Intruder Selfie Love it when they take a photo of who makes the password wrong.. just amazing.. simple and smart. ,Positive
7749,I love this game. It's great to paly whenever you need to kill some time.,Positive
7750,"Amazing Great game, my favorite part is the music but still working at the levels, I have learned that somtimes it doesnt matter how good you are at jumping but how quick you are at memorizing the pattern of each level",Positive
7751,Loved it,Positive
7752,Awesome,Positive
7753,I've played all the mobile games And I still think that popscene is the best. WRESTLING REVOLUTION is great but it has problems. Popscene needs a way to improve your attributes and other people's attribute,Positive
7754,Great Game,Positive
7755,Slow best day I love because if your mom looks in your phone she doesn't know the lock so she won't see pohto. I love it,Positive
7756,Wow so lovely Loved it,Positive
7757,Sneaker crazy You gotta have this app if you love sneakers mane. I mark my calendar weeks in advance.,Positive
7758,Just download back Just didn't work for a second,Positive
7759,"bestest UI of chess bestest chess on Android , , , , or at every , I don't know , vut bestttttttt keep it up , , ,",Positive
7760,"Cool game I got the game last night and under 24 hours I had beaten all five nights and on the 6th night. I don't know how, but somehow I am a master at five nights at freddy's.",Positive
7761,Hands down the absolute best This is by far the best game for android. I have one game on my phone and this is it. It doesn't get any better than this,Positive
7762,Super duper I love too much because its help n my boaring subject,Positive
7763,"I Keep coming back I've been playing this game for years and played all the free levels countless times. No matter what else i play , i always end up coming back to this sooner or later . Quality game.",Positive
7764,Old game Turbo dismount these white cars and white trains characters Mr . dismont ms.dismont mr.ego new update new people mr.heft ms . bumblebee ms.diva mr.reach mr.stalwart it's survival head it's fixed,Positive
7765,WH,Positive
7766,Love it I never used to hashtag anything because of time but now I can tag things and be discovered by millions more than before.,Positive
7767,Amizing I got it from cartoon netwerk nice and awsem you r amizin wooooooo ho,Positive
7768,Awesome,Positive
7769,Been playing this game for 4 years now. What more can I say,Positive
7770,Thrik Love this,Positive
7771,Love it This game is wonderful you can do any thing you want,Positive
7772,I totally love this game This game is just awesome and is perfect for anyone who wants to grow up to do fashion.,Positive
7773,GREAT Best APP of this kind so far. Very Happy,Positive
7774,I m expert now...due to this app,Positive
7775,Rating Always Have a Great Time Playing Cesar's Games Awesome Graphics Only Fools Would Not Play theses Slots This Site just keeps getting Better and BetterAwesome as Always ,Positive
7776,I am proud of the owner. I am really thankful to you all. But there are still some thing which you should add in it like hiding app from both settingsapps where we are uninstalling it and from the main screen,Positive
7777,Luved it Its good for all nursery children's,Positive
7778,"Fast simple and effective Any time I have an idea for a guitar part, i just whip out this app. Brilliant. Not one complaint.",Positive
7779,Great fun Great fun for the kids.,Positive
7780,Valo Bar bar update dite hoy kno,Positive
7781,World's best game First i was thinking this game would be boring but it was so so so so superb   Never jugde a book by its cover,Positive
7782,Cool A fun way to wake up,Positive
7783,"Really great app but.. Well, iv been using another app for minecraft skins. And iv made one that im really happy with and i dont really wanna recreate it. So is there some way i can move a photo layout of the skin onto the app Thanks in advance.",Positive
7784,"True to the TV series Enjoying the series , really good",Positive
7785,New upgrade better Love the bigger pieces,Positive
7786,Cool The,Positive
7787,Nice 1 Awsme work done and it also helps to get extra knowledge please keep on updating questions as well and also request to please post bank P.O.questions as well,Positive
7788,Wolf casino,Positive
7789,Missing data I love this game so much and I play everyday although the storyline end. But today I opened the apps and see all the record for normal and hard mood missing... and I just can cry like hell... why,Positive
7790,It is the best He loves it so much keep it up guys love it,Positive
7791,"Worth the 99 Even if your phone doesn't support multi touch, the listening feature is worth the money if you are a diehard Chopin fan.",Positive
7792,Not compatible with Note 4 Please make it compatible with the Galaxy Note 4.,Positive
7793,I love it,Positive
7794,Dev support I've been using the free version for 2 solid years and figured it'd time to support the Dev. This in combination with other root apps make a reliable and secure android.,Positive
7795,Does what it's supposed to Have been using AVG on my mobile phones for several years and no problems at all.   Thank you for a great app,Positive
7796,PERFECTION I never experienced the first sonic game but this port is great and get it. I like the addition of playing as tails and knuckles. Let this be your first sonic game.,Positive
7797,The best Quite awesome to play,Positive
7798,"Is ziemlich okay, wre auch okay wenn man einstellen knnte um wie viel Uhr man informiert wird",Positive
7799,Ali,Positive
7800,Great Very good app,Positive
7801,So entertaining it is excellent So much to do,Positive
7802,Comic head Easy to use,Positive
7803,"KMFCAUSE1 President Why little love U can have more love ,more 15 Stars, fine I am workolic ,no play except rescue pet rarely, but this one cot me playing. Love  Blessings teams.",Positive
7804,Next word This is the best word game I have played. It's challenging and fun. I have no complaints here.,Positive
7805,"Great clean game. This is a great family game, has a  difficulty setting,  few ads. The multi player is only 2 players though. But still worth a 5 rating.",Positive
7806,OLX Its 1 of d best cos i try it  it works perfectly fine  gud without complain both with my buyer  I d seller.,Positive
7807,Great games Brilliant entertainment please bring out more games,Positive
7808,Best sport news app             ,Positive
7809,Specialist  for our children ...smart app..,Positive
7810,"Awesome Awesome,  but none of my toca apps r giving me refund if I un install",Positive
7811,Awesome Nice game Super fun,Positive
7812,"Finally a good game of ben 10 After all funny and ridiculous games of ben 10, this game almost represent ben 10 animation, at least from my prespective D i hope the dev will launch a crussor movements style of this game later..thank you",Positive
7813,I love it help my son a lot I would like every mother to get it for there children,Positive
7814,Well worth it if you have more than one GPX track to display.,Positive
7815,Death shoter The best game,Positive
7816,Awesome App I so love watching the WWE superstars entrance and there vids on the megatron,Positive
7817,This is THE COOLEST GAME ON EARTH Omg i can play it all day and evry day cause it is to cool and fun,Positive
7818,Scary but love it It is scary mostly with jumpscares the animatronics are the toy ones I saw bonnie and Freddy in the parts and service room so creepy,Positive
7819,kicks are on fire gotta love this app...very informative ,Positive
7820,So nice,Positive
7821,"We love it Great work, love the earthquakes Great for my 4 year old",Positive
7822,Epic game I love this game so much but I want there to be a green  gold ninja,Positive
7823,"Fantastic Controls well, looks great, and is just hard enough that you start to notice your skills improving along the way. A wonderful game.",Positive
7824,Nice app Ok,Positive
7825,Finally fixed I've tried to download it for two days and now it finally let me,Positive
7826,"Well worth the money Even if you just use free maps like me, get this to preload more maps for when you have GPS but no phone signal",Positive
7827,Excellent but frustrating This is an excellent game with fantastic rolling graphics. Its just a little frustrating and you will need great dexterity when manoeuvering across the tracks.,Positive
7828,"Beautiful The graphics is stunning One of the best from Kemko esp. the 3D battle runs so smooth.  Keep up with the standard  V. Impressive, QuadHit Rune doesn't seem to work though",Positive
7829,Brill Winner all the way..super duo so good at coming up with superb word games I no longer look for other games from different developers...you really have to check all their games..Every single 1 is a winner,Positive
7830,Loved it,Positive
7831,"Great apps ,but you can input the matches from tomorow and other days or schedule etc.",Positive
7832,Flawless Great alternative to traditional car rental companies.,Positive
7833,Very good idea,Positive
7834,I love making icecream. Its so much fun,Positive
7835,The best I like it because it is a test and I like textes.,Positive
7836,Love it My favourite puzzle in a fabulous app Keeping my brain eternally youthful,Positive
7837,"Best card game around. I haven't spent a penny on it and I can get to middle to high ranks pretty consistently. While paying does speed up the process, know that under no conditions do you have to pay. My favorite card game",Positive
7838,I just love this game I like this game because u get a motorcycle and stuff I like going down the big combo as they call it u get big air but I can never make it to 200 it is just so freaking hard it does lag but I don't mind it.,Positive
7839,I like it It's very good and I'm bigenner it's good for everyone like me,Positive
7840,"Nice ui, accurate weather and fast Much better and more reliable than other weather apps. Nice clean ui with useful weather information. I like the single page rather then trying to navigate to the right screen. Top job",Positive
7841,"Love it, but many things are locked and refuse to open when I won it",Positive
7842,Super cool Hey highbrow can you make a train simulator with trains from USA and Canada and without steam engines,Positive
7843,"Cool game I apologize, I said I didn't get any bucks for filling out something, I actually did  It didn't say anything. So just don't try to resolve the report",Positive
7844,Best finance app The app is of a very slick design which helps breeze through adding transactions and accounts.,Positive
7845,MORE GUN MORE GUN More gun please D,Positive
7846,Pls I need 2go version 1.1 how can I get it,Positive
7847,So fun A great adaptation of the classic game.  It's a lot easier than putting away all the tiles,Positive
7848,Good for kids 4 to 5 year old,Positive
7849,Very quick Very quick to load images even with slow internet. Happy with this app,Positive
7850,Loved it It is a great game but it takes soooooooooooooooooooo long.,Positive
7851,I am in love with it ,Positive
7852,Now more option to select perfect match.,Positive
